,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,occyp_type,family_size,begin_month,credit,age_total,work_total,ID,Nth_card,income_mean,contact_num
24,0.0,0.0,0.0,0.049418604651162795,4.0,4.0,1.0,1.0,11.0,1.0,0.16666666666666663,2.0,0.5212591986917416,0.6280297576193905,9.0,0.0,0.04951593384429205,1.0
25,0.0,0.0,0.0,0.049418604651162795,4.0,4.0,2.0,1.0,2.0,0.0,0.5666666666666667,2.0,0.4480784955028619,0.1879049676025918,10.0,1.0,0.10750302541347316,1.0
26,0.0,0.0,0.0,0.049418604651162795,4.0,4.0,2.0,1.0,2.0,0.0,0.4,1.0,0.43090760425183977,0.167986561075114,10.0,0.0,0.10750302541347316,1.0
27,0.0,0.0,0.0,0.049418604651162795,4.0,4.0,3.0,1.0,14.0,0.0,0.95,1.0,0.29803761242845456,0.022078233741300697,11.0,2.0,0.10750302541347316,2.0
28,0.0,0.0,0.0,0.049418604651162795,4.0,4.0,3.0,1.0,14.0,0.0,0.3833333333333333,1.0,0.24018806214227312,0.0,11.0,1.0,0.10750302541347316,2.0
29,0.0,0.0,0.0,0.049418604651162795,4.0,4.0,3.0,1.0,14.0,0.0,0.30000000000000004,1.0,0.231602616516762,0.0,11.0,0.0,0.10750302541347316,2.0
30,0.0,0.0,0.0,0.049418604651162795,4.0,4.0,3.0,5.0,18.0,0.0,0.9333333333333333,2.0,0.1533115290269828,0.16006719462443006,12.0,0.0,0.10750302541347316,1.0
31,0.0,0.0,0.0,0.05232558139534883,0.0,4.0,1.0,1.0,6.0,1.0,0.9333333333333333,2.0,0.4889615699100573,0.583873290136789,13.0,5.0,0.05203711173860427,1.0
32,0.0,0.0,0.0,0.05232558139534883,0.0,4.0,1.0,1.0,6.0,1.0,0.9333333333333333,1.0,0.4889615699100573,0.583873290136789,13.0,4.0,0.05203711173860427,1.0
33,0.0,0.0,0.0,0.05232558139534883,0.0,4.0,1.0,1.0,6.0,1.0,0.8333333333333334,2.0,0.4787408013082584,0.5740340772738182,13.0,3.0,0.05203711173860427,1.0
34,0.0,0.0,0.0,0.05232558139534883,0.0,4.0,1.0,1.0,6.0,1.0,0.4833333333333334,2.0,0.44460343417825027,0.5320374370050397,13.0,2.0,0.05203711173860427,1.0
35,0.0,0.0,0.0,0.05232558139534883,0.0,4.0,1.0,1.0,6.0,1.0,0.3833333333333333,2.0,0.4343826655764514,0.5200383969282458,13.0,1.0,0.05203711173860427,1.0
36,0.0,0.0,0.0,0.05232558139534883,0.0,4.0,1.0,1.0,6.0,1.0,0.2833333333333333,2.0,0.4241618969746525,0.508039356851452,13.0,0.0,0.05203711173860427,1.0
37,0.0,0.0,0.0,0.05232558139534883,0.0,4.0,1.0,1.0,8.0,1.0,0.8166666666666667,2.0,0.6473834832379395,0.05207583393328534,14.0,0.0,0.05203711173860427,1.0
38,0.0,0.0,0.0,0.05232558139534883,1.0,4.0,1.0,1.0,19.0,1.0,0.8166666666666667,2.0,0.6899018806214228,0.0,15.0,0.0,0.05203711173860427,0.0
39,0.0,0.0,0.0,0.05232558139534883,1.0,4.0,4.0,1.0,19.0,0.0,0.7166666666666667,2.0,0.8244071954210956,0.0,16.0,5.0,0.1125453812020976,0.0
40,0.0,0.0,0.0,0.05232558139534883,1.0,4.0,4.0,1.0,19.0,0.0,0.6166666666666667,2.0,0.8141864268192966,0.0,16.0,4.0,0.1125453812020976,0.0
41,0.0,0.0,0.0,0.05232558139534883,1.0,4.0,4.0,1.0,19.0,0.0,0.5666666666666667,2.0,0.8090760425183974,0.0,16.0,3.0,0.1125453812020976,0.0
42,0.0,0.0,0.0,0.05232558139534883,1.0,4.0,4.0,1.0,19.0,0.0,0.4666666666666667,2.0,0.7988552739165984,0.0,16.0,2.0,0.1125453812020976,0.0
43,0.0,0.0,0.0,0.05232558139534883,1.0,4.0,4.0,1.0,19.0,0.0,0.25,2.0,0.7767784137367131,0.0,16.0,1.0,0.1125453812020976,0.0
44,0.0,0.0,0.0,0.05232558139534883,1.0,4.0,4.0,1.0,19.0,0.0,0.18333333333333335,2.0,0.7716680294358136,0.0,16.0,0.0,0.1125453812020976,0.0
45,0.0,0.0,0.0,0.05232558139534883,2.0,4.0,1.0,1.0,11.0,1.0,0.9,2.0,0.6218315617334425,0.6858651307895368,17.0,0.0,0.05203711173860427,1.0
46,0.0,0.0,0.0,0.05232558139534883,2.0,4.0,1.0,2.0,11.0,1.0,0.95,1.0,0.10220768601798857,0.10007199424046076,18.0,2.0,0.05203711173860427,1.0
47,0.0,0.0,0.0,0.05232558139534883,2.0,4.0,1.0,2.0,11.0,1.0,0.9166666666666666,1.0,0.0987326246933769,0.09599232061435085,18.0,1.0,0.05203711173860427,1.0
48,0.0,0.0,0.0,0.05232558139534883,2.0,4.0,1.0,2.0,11.0,1.0,0.4666666666666667,1.0,0.052739165985282055,0.043916486681065514,18.0,0.0,0.05203711173860427,1.0
49,0.0,0.0,0.0,0.05232558139534883,4.0,4.0,2.0,1.0,8.0,0.0,0.43333333333333335,2.0,0.6745707277187245,0.0,19.0,1.0,0.1125453812020976,3.0
50,0.0,0.0,0.0,0.05232558139534883,4.0,4.0,2.0,1.0,8.0,0.0,0.30000000000000004,2.0,0.660874897792314,0.0,19.0,0.0,0.1125453812020976,3.0
51,0.0,0.0,0.0,0.05232558139534883,4.0,4.0,3.0,1.0,8.0,0.0,0.2833333333333333,2.0,0.678045789043336,0.4799616030717543,20.0,0.0,0.1125453812020976,2.0
52,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,1.0,5.0,0.0,1.0,0.9833333333333333,1.0,0.713818479149632,0.09791216702663787,21.0,4.0,0.0545582896329165,0.0
53,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,1.0,5.0,0.0,1.0,0.9833333333333333,0.0,0.713818479149632,0.09791216702663787,21.0,3.0,0.0545582896329165,0.0
54,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,1.0,5.0,0.0,1.0,0.95,1.0,0.7103434178250203,0.09407247420206384,21.0,2.0,0.0545582896329165,0.0
55,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,1.0,5.0,0.0,1.0,0.41666666666666663,1.0,0.6557645134914145,0.03191744660427166,21.0,1.0,0.0545582896329165,0.0
56,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,1.0,5.0,0.0,1.0,0.4,2.0,0.6541291905151267,0.029997600191984643,21.0,0.0,0.0545582896329165,0.0
57,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,3.0,5.0,8.0,0.0,0.9333333333333333,1.0,0.11079313164349963,0.005999520038396928,22.0,2.0,0.11758773699072206,0.0
58,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,3.0,5.0,8.0,0.0,0.75,2.0,0.0919869174161897,0.0,22.0,1.0,0.11758773699072206,0.0
59,0.0,0.0,0.0,0.055232558139534885,0.0,1.0,3.0,5.0,8.0,0.0,0.5333333333333333,2.0,0.07154538021259199,0.0,22.0,0.0,0.11758773699072206,0.0
60,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.75,2.0,0.15494685200327069,0.12407007439404848,23.0,13.0,0.0545582896329165,1.0
61,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.65,2.0,0.1447260834014718,0.11207103431725463,23.0,12.0,0.0545582896329165,1.0
62,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.6166666666666667,0.0,0.14309076042518404,0.1079913606911447,23.0,11.0,0.0545582896329165,1.0
63,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.5666666666666667,2.0,0.13798037612428454,0.10199184065274779,23.0,10.0,0.0545582896329165,1.0
64,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.5333333333333333,2.0,0.13450531479967293,0.09791216702663787,23.0,9.0,0.0545582896329165,1.0
65,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.5166666666666666,1.0,0.13286999182338516,0.09599232061435085,23.0,8.0,0.0545582896329165,1.0
66,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.43333333333333335,2.0,0.12428454619787405,0.08591312694984402,23.0,7.0,0.0545582896329165,1.0
67,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.35,1.0,0.11590351594439913,0.07607391408687306,23.0,6.0,0.0545582896329165,1.0
68,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.2333333333333334,2.0,0.10384300899427634,0.061915046796256305,23.0,5.0,0.0545582896329165,1.0
69,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.09999999999999998,1.0,0.09035159443990193,0.04607631389488841,23.0,4.0,0.0545582896329165,1.0
70,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.06666666666666665,2.0,0.08687653311529031,0.0419966402687785,23.0,3.0,0.0545582896329165,1.0
71,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.06666666666666665,2.0,0.08687653311529031,0.0419966402687785,23.0,2.0,0.0545582896329165,1.0
72,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.033333333333333326,2.0,0.08340147179067864,0.03791696664266859,23.0,1.0,0.0545582896329165,1.0
73,0.0,0.0,0.0,0.055232558139534885,0.0,2.0,1.0,1.0,18.0,1.0,0.0,2.0,0.0801308258381031,0.03407727381809455,23.0,0.0,0.0545582896329165,1.0
74,0.0,0.0,0.0,0.055232558139534885,0.0,3.0,1.0,2.0,14.0,1.0,0.9166666666666666,2.0,0.6678250204415372,0.004079673626109912,24.0,3.0,0.0545582896329165,0.0
75,0.0,0.0,0.0,0.055232558139534885,0.0,3.0,1.0,2.0,14.0,1.0,0.7833333333333333,1.0,0.6541291905151267,0.0,24.0,2.0,0.0545582896329165,0.0
76,0.0,0.0,0.0,0.055232558139534885,0.0,3.0,1.0,2.0,14.0,1.0,0.6833333333333333,2.0,0.6439084219133278,0.0,24.0,1.0,0.0545582896329165,0.0
77,0.0,0.0,0.0,0.055232558139534885,0.0,3.0,1.0,2.0,14.0,1.0,0.3833333333333333,2.0,0.6132461161079312,0.0,24.0,0.0,0.0545582896329165,0.0
78,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,0.0,2.0,11.0,1.0,0.55,2.0,0.258994276369583,0.18190544756419488,25.0,0.0,0.0545582896329165,1.0
79,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,14.0,1.0,0.9833333333333333,1.0,0.3509811937857728,0.14206863450923926,26.0,0.0,0.0545582896329165,2.0
80,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,0.0,1.0,0.1333333333333333,2.0,0.33053965658217505,0.0,27.0,0.0,0.0545582896329165,0.0
81,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,8.0,1.0,0.44999999999999996,1.0,0.39513491414554375,0.029997600191984643,28.0,2.0,0.0545582896329165,2.0
82,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,8.0,1.0,0.1333333333333333,2.0,0.3644726083401472,0.0,28.0,1.0,0.0545582896329165,2.0
83,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,8.0,1.0,0.050000000000000044,1.0,0.3560915780866722,0.0,28.0,0.0,0.0545582896329165,2.0
84,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,0.0,1.0,0.5833333333333333,2.0,0.43949304987735077,0.004079673626109912,29.0,0.0,0.0545582896329165,2.0
85,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,14.0,1.0,0.85,2.0,0.597914963205233,0.011999040076793857,30.0,3.0,0.0545582896329165,1.0
86,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,14.0,1.0,0.85,2.0,0.597914963205233,0.011999040076793857,30.0,2.0,0.0545582896329165,1.0
87,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,14.0,1.0,0.55,2.0,0.5672526573998364,0.0,30.0,1.0,0.0545582896329165,1.0
88,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,14.0,1.0,0.30000000000000004,2.0,0.5417007358953394,0.0,30.0,0.0,0.0545582896329165,1.0
89,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.7333333333333334,2.0,0.5962796402289452,0.023998080153587713,31.0,1.0,0.0545582896329165,0.0
90,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.2666666666666667,2.0,0.5484464431725267,0.0,31.0,0.0,0.0545582896329165,0.0
91,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.8833333333333333,0.0,0.6847914963205233,0.3659707223422126,32.0,3.0,0.0545582896329165,1.0
92,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.55,2.0,0.652493867538839,0.32589392848572113,32.0,2.0,0.0545582896329165,1.0
93,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.19999999999999996,2.0,0.616721177432543,0.28389728821694266,32.0,1.0,0.0545582896329165,1.0
94,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.01666666666666672,2.0,0.597914963205233,0.2639788816894649,32.0,0.0,0.0545582896329165,1.0
95,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.7166666666666667,2.0,0.6796811120196238,0.017998560115190784,33.0,3.0,0.0545582896329165,0.0
96,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.7166666666666667,2.0,0.6796811120196238,0.017998560115190784,33.0,2.0,0.0545582896329165,0.0
97,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.55,2.0,0.6627146361406377,0.0,33.0,1.0,0.0545582896329165,0.0
98,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.55,2.0,0.6627146361406377,0.0,33.0,0.0,0.0545582896329165,0.0
99,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.5333333333333333,2.0,0.7001226492232215,0.058075353971682266,34.0,3.0,0.0545582896329165,2.0
100,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.16666666666666663,2.0,0.6627146361406377,0.013918886489080873,34.0,2.0,0.0545582896329165,2.0
101,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.1333333333333333,2.0,0.6592395748160262,0.010079193664506839,34.0,1.0,0.0545582896329165,2.0
102,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,6.0,1.0,0.0,0.0,0.6455437448896157,0.0,34.0,0.0,0.0545582896329165,2.0
103,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.8833333333333333,1.0,0.7853638593622241,0.36789056875449966,35.0,3.0,0.0545582896329165,0.0
104,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.6666666666666667,2.0,0.7630825838103026,0.34197264218862494,35.0,2.0,0.0545582896329165,0.0
105,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.5166666666666666,2.0,0.7495911692559281,0.32397408207343414,35.0,1.0,0.0545582896329165,0.0
106,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.43333333333333335,2.0,0.7410057236304171,0.3138948884089273,35.0,0.0,0.0545582896329165,0.0
107,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,1.0,18.0,1.0,0.9833333333333333,1.0,0.9572771872444807,0.13990880729541638,36.0,0.0,0.0545582896329165,0.0
108,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,5.0,11.0,1.0,1.0,1.0,0.25204415372035976,0.017998560115190784,37.0,0.0,0.0545582896329165,0.0
109,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,5.0,18.0,1.0,0.8666666666666667,1.0,0.5484464431725267,0.03791696664266859,38.0,5.0,0.0545582896329165,0.0
110,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,5.0,18.0,1.0,0.75,2.0,0.5365903515944399,0.023998080153587713,38.0,4.0,0.0545582896329165,0.0
111,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,5.0,18.0,1.0,0.6333333333333333,2.0,0.5247342600163534,0.010079193664506839,38.0,3.0,0.0545582896329165,0.0
112,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,5.0,18.0,1.0,0.44999999999999996,2.0,0.5059280457890434,0.0,38.0,2.0,0.0545582896329165,0.0
113,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,5.0,18.0,1.0,0.3666666666666667,2.0,0.4973426001635323,0.0,38.0,1.0,0.0545582896329165,0.0
114,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,1.0,5.0,18.0,1.0,0.25,2.0,0.4854865085854457,0.0,38.0,0.0,0.0545582896329165,0.0
115,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,2.0,2.0,8.0,0.0,0.5833333333333333,2.0,0.4889615699100573,0.05591552675785937,39.0,0.0,0.11758773699072206,1.0
116,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,3.0,1.0,3.0,0.0,0.31666666666666665,2.0,0.4206868356500409,0.0,40.0,0.0,0.11758773699072206,1.0
117,0.0,0.0,0.0,0.055232558139534885,0.0,4.0,3.0,1.0,18.0,1.0,0.3666666666666667,2.0,0.633687653311529,0.3040556755459563,41.0,0.0,0.0545582896329165,1.0
118,0.0,0.0,0.0,0.055232558139534885,1.0,1.0,3.0,1.0,19.0,0.0,0.95,1.0,0.7087080948487325,0.0,42.0,2.0,0.11758773699072206,0.0
119,0.0,0.0,0.0,0.055232558139534885,1.0,1.0,3.0,1.0,19.0,0.0,0.8333333333333334,1.0,0.6966475878986098,0.0,42.0,1.0,0.11758773699072206,0.0
120,0.0,0.0,0.0,0.055232558139534885,1.0,1.0,3.0,1.0,19.0,0.0,0.5833333333333333,1.0,0.6710956663941128,0.0,42.0,0.0,0.11758773699072206,0.0
121,0.0,0.0,0.0,0.055232558139534885,1.0,1.0,3.0,1.0,19.0,0.0,0.7833333333333333,0.0,0.8346279640228944,0.0,43.0,1.0,0.11758773699072206,1.0
122,0.0,0.0,0.0,0.055232558139534885,1.0,1.0,3.0,1.0,19.0,0.0,0.31666666666666665,2.0,0.7886345053147996,0.0,43.0,0.0,0.11758773699072206,1.0
123,0.0,0.0,0.0,0.055232558139534885,1.0,1.0,4.0,1.0,19.0,0.0,0.44999999999999996,2.0,0.8755110384300899,0.0,44.0,0.0,0.11758773699072206,1.0
124,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.85,2.0,0.8789860997547014,0.0,45.0,2.0,0.0545582896329165,0.0
125,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.8,2.0,0.8738757154538022,0.0,45.0,1.0,0.0545582896329165,0.0
126,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.6166666666666667,2.0,0.8569092395748161,0.0,45.0,0.0,0.0545582896329165,0.0
127,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.9333333333333333,1.0,0.9080130825838104,0.0,46.0,5.0,0.0545582896329165,1.0
128,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.8,2.0,0.8943172526573999,0.0,46.0,4.0,0.0545582896329165,1.0
129,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.65,2.0,0.8789860997547014,0.0,46.0,3.0,0.0545582896329165,1.0
130,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.55,2.0,0.8687653311529027,0.0,46.0,2.0,0.0545582896329165,1.0
131,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.5166666666666666,1.0,0.8652902698282909,0.0,46.0,1.0,0.0545582896329165,1.0
132,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.33333333333333337,2.0,0.8466884709730171,0.0,46.0,0.0,0.0545582896329165,1.0
133,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.7333333333333334,2.0,0.8892068683565004,0.0,47.0,1.0,0.0545582896329165,0.0
134,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,0.0,1.0,19.0,1.0,0.5666666666666667,2.0,0.8722403924775144,0.0,47.0,0.0,0.0545582896329165,0.0
135,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.5333333333333333,2.0,0.6353229762878168,0.0,48.0,1.0,0.0545582896329165,0.0
136,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.1333333333333333,0.0,0.5944399018806215,0.0,48.0,0.0,0.0545582896329165,0.0
137,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.65,2.0,0.7461161079313163,0.0,49.0,0.0,0.0545582896329165,0.0
138,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.9333333333333333,1.0,0.7972199509403106,0.0,50.0,4.0,0.0545582896329165,0.0
139,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.9,1.0,0.7955846279640229,0.0,50.0,3.0,0.0545582896329165,0.0
140,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.6166666666666667,2.0,0.7665576451349141,0.0,50.0,2.0,0.0545582896329165,0.0
141,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.5,2.0,0.7547015535568276,0.0,50.0,1.0,0.0545582896329165,0.0
142,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.18333333333333335,2.0,0.7221995094031071,0.0,50.0,0.0,0.0545582896329165,0.0
143,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.85,2.0,0.8483237939493049,0.0,51.0,3.0,0.0545582896329165,0.0
144,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.85,2.0,0.8483237939493049,0.0,51.0,2.0,0.0545582896329165,0.0
145,0.0,0.0,0.0,0.055232558139534885,1.0,4.0,1.0,1.0,19.0,1.0,0.5666666666666667,2.0,0.8192968111201961,0.0,51.0,1.0,0.0545582896329165,0.0
